Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
Private Method,"org.apache.hadoop.hive.ql.exec.vector.expressions.TestVectorTimestampExpressions.verifyUDFYear",,,,,,,,,,,,,,,,,,,,,,,,9,26,1,25,6,19,0,5,15,20,7,14,5,,,3,,,0.00,5,,,,
Package,"org.apache.hadoop.hive.ql.exec.vector.keyseries",9,1,8,1,2,,,,,1,0,0,,1,,8,7,8,,0,0,1,7,,130,22,76,34,33,32,,50,63,31,33,,4,,2,,,0.42,12,,,,
Public Abstract Generic Class,"org.apache.hadoop.hive.ql.exec.vector.keyseries.VectorKeySeriesSerializedImpl",9,1,8,1,2,2,5,4,0,,0,0,,,,8,7,8,20,0,0,1,7,,119,18,69,28,33,32,,44,57,25,33,,4,2,2,68,68,0.46,12,,,,
Generic Parameter,"org.apache.hadoop.hive.ql.exec.vector.keyseries.VectorKeySeriesSerializedImpl.T",0,0,0,0,0,0,1,1,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,,,
Public Constructor,"org.apache.hadoop.hive.ql.exec.vector.keyseries.VectorKeySeriesSerializedImpl.VectorKeySeriesSerializedImpl",,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,4,0,4,4,5,1,4,1,,,0,,,0.00,1,,,,
Protected Method,"org.apache.hadoop.hive.ql.exec.vector.keyseries.VectorKeySeriesSerializedImpl.computeSerializedHashCodes",,,,,,,,,,,,,,,,,,,,,,,,4,18,0,10,4,6,8,2,8,10,5,6,2,,,1,,,0.80,2,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.keyseries.VectorKeySeriesSerializedImpl.getSerializedBytes",,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.keyseries.VectorKeySeriesSerializedImpl.getSerializedLength",,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.keyseries.VectorKeySeriesSerializedImpl.getSerializedStart",,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.keyseries.VectorKeySeriesSerializedImpl.positionToFirst",,,,,,,,,,,,,,,,,,,,,,,,1,11,3,6,2,3,2,4,3,4,1,3,1,,,0,,,0.33,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.keyseries.VectorKeySeriesSerializedImpl.setNextNonNullKey",,,,,,,,,,,,,,,,,,,,,,,,6,7,0,7,2,4,0,5,4,5,1,4,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.keyseries.VectorKeySeriesSerializedImpl.validate",,,,,,,,,,,,,,,,,,,,,,,,5,21,2,19,4,13,0,4,15,19,6,13,4,,,2,,,0.00,4,,,,
Package,"org.apache.hadoop.hive.ql.log",9,0,7,1,2,,,,,1,2,46,,1,,14,3,16,,0,3,0,13,,252,29,179,92,117,44,,110,144,93,67,,6,,3,,,0.25,33,,,,
Public Class,"org.apache.hadoop.hive.ql.log.PerfLogger",9,0,7,1,2,1,19,9,0,,2,46,,,,14,3,16,28,0,3,0,13,,236,25,167,80,117,44,,98,132,81,67,,6,1,3,71,60,0.26,33,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.PerfLogBegin",,,,,,,,,,,,,,,,,,,,,,,,4,13,0,8,2,5,5,6,4,6,2,5,2,,,1,,,0.63,2,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.PerfLogEnd",,,,,,,,,,,,,,,,,,,,,,,,2,9,0,3,1,1,6,2,1,2,1,1,1,,,0,,,2.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.PerfLogEnd",,,,,,,,,,,,,,,,,,,,,,,,7,31,1,24,5,18,6,14,14,19,5,18,6,,,2,,,0.25,6,,,,
Private Constructor,"org.apache.hadoop.hive.ql.log.PerfLogger.PerfLogger",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,2,1,0,1,1,0,1,1,0,1,,,0,,,0.50,1,,,,
Private Method,"org.apache.hadoop.hive.ql.log.PerfLogger.beginMetrics",,,,,,,,,,,,,,,,,,,,,,,,4,8,1,7,3,4,0,3,3,5,3,4,2,,,1,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.cleanupPerfLogMetrics",,,,,,,,,,,,,,,,,,,,,,,,1,12,0,9,2,5,3,4,3,7,3,5,3,,,2,,,0.33,3,,,,
Private Method,"org.apache.hadoop.hive.ql.log.PerfLogger.endMetrics",,,,,,,,,,,,,,,,,,,,,,,,3,9,0,9,3,5,0,3,3,6,3,5,3,,,2,,,0.00,3,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.endTimeHasMethod",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.getDuration",,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,2,4,0,3,3,5,2,3,2,,,1,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.getEndTime",,,,,,,,,,,,,,,,,,,,,,,,2,8,1,7,2,4,0,3,3,5,2,3,2,,,1,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.getEndTimes",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Static Method,"org.apache.hadoop.hive.ql.log.PerfLogger.getPerfLogger",,,,,,,,,,,,,,,,,,,,,,,,7,18,0,18,2,13,0,9,7,11,2,10,4,,,3,,,0.00,4,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.getStartTime",,,,,,,,,,,,,,,,,,,,,,,,2,8,1,7,2,4,0,3,3,5,2,3,2,,,1,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.getStartTimes",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Static Method,"org.apache.hadoop.hive.ql.log.PerfLogger.setPerfLogger",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.log.PerfLogger.startTimeHasMethod",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Unknown Annotation,"org.apache.hadoop.hive.ql.optimizer.signature.Signature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,
Package,"org.apache.hadoop.hive.ql.plan",5,0,4,1,1,,,,,4,0,4,,2,,121,52,121,,0,0,0,121,,915,147,577,245,228,194,,259,388,203,190,,2,,1,,,0.34,130,,,,
Public Class,"org.apache.hadoop.hive.ql.plan.FileSinkDesc",5,0,4,1,1,2,28,17,0,,0,1,,,,103,45,103,115,0,0,0,103,,716,122,490,195,204,107,,209,322,158,169,,2,2,1,97,96,0.22,114,,,,
Public Enum Type,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.DPSortState",0,0,0,0,0,1,1,0,0,,0,0,,,,2,3,2,28,0,0,0,2,,3,0,3,2,0,0,,0,1,1,0,,0,1,0,,,0.00,0,,,,
Public Implicit Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.DPSortState.valueOf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,
Public Implicit Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.DPSortState.values",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,
Public Constructor,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.FileSinkDesc",,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,1,0,1,1,0,1,,,0,,,0.00,1,,,,
Public Constructor,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.FileSinkDesc",,,,,,,,,,,,,,,,,,,,,,,,21,29,0,26,5,20,3,21,20,21,1,20,1,,,0,,,0.12,1,,,,
Public Constructor,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.FileSinkDesc",,,,,,,,,,,,,,,,,,,,,,,,4,14,1,13,2,10,0,11,10,11,1,10,1,,,0,,,0.00,1,,,,
Public Class,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.FileSinkOperatorExplainVectorization",4,0,3,1,1,1,1,1,0,,0,0,,,,1,0,1,13,0,0,0,1,,7,1,5,2,1,1,,1,3,2,1,,1,2,0,0,0,0.20,1,,,,
Public Constructor,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.FileSinkOperatorExplainVectorization.FileSinkOperatorExplainVectorization",,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,1,1,2,1,1,1,,,0,,,0.33,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.canBeMerged",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.clone",,,,,,,,,,,,,,,,,,,,,,,,35,27,0,27,4,24,0,22,22,23,2,22,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getAcidOperation",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getBucketingVersionForExplain",,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getCompressCodec",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getCompressType",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getCompressed",,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,3,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getDestPath",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getDestTableId",,,,,,,,,,,,,,,,,,,,,,,,4,6,1,5,3,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getDirName",,,,,,,,,,,,,,,,,,,,,,,,4,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getDirNameString",,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getDpSortState",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getDpSortStateString",,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,3,1,2,1,1,2,,,0,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getDynPartCtx",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getDynPartitionValues",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getFileSinkVectorization",,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,3,4,0,3,3,5,2,4,2,,,1,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getFilesToFetch",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getFinalDirName",,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,2,1,1,2,,,0,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getInsertOverwrite",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getIsQuery",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getLbCtx",,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,2,1,1,1,,,0,,,1.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getLinkedFileSinkDesc",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getMaxStmtId",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getMergeInputDirName",,,,,,,,,,,,,,,,,,,,,,,,2,9,0,8,2,5,1,4,3,5,2,4,2,,,1,,,0.13,2,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getMoveTaskId",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getNumFiles",,,,,,,,,,,,,,,,,,,,,,,,4,9,1,5,3,1,3,1,1,2,1,1,1,,,0,,,0.60,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getParentDir",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getPartitionCols",,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,2,1,1,1,,,0,,,1.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getStatementId",,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,2,1,1,1,,,0,,,1.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getStaticSpec",,,,,,,,,,,,,,,,,,,,,,,,4,5,0,5,3,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getStatsAggPrefix",,,,,,,,,,,,,,,,,,,,,,,,4,22,0,6,4,1,16,1,1,2,1,1,1,,,0,,,2.67,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getTable",,,,,,,,,,,,,,,,,,,,,,,,5,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getTableInfo",,,,,,,,,,,,,,,,,,,,,,,,8,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getTableWriteId",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getTmpStatsDir",,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getTotalFiles",,,,,,,,,,,,,,,,,,,,,,,,4,9,1,5,3,1,3,1,1,2,1,1,1,,,0,,,0.60,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getWriteOperation",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getWriteType",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.getWriteTypeString",,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,1,0,3,1,2,1,1,2,,,0,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isCTASorCM",,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,,,0,,,1.67,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isCompactionTable",,,,,,,,,,,,,,,,,,,,,,,,1,7,0,4,1,2,3,6,1,2,1,1,2,,,0,,,0.75,2,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isDeleteOfSplitUpdate",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isDirectInsert",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isFullAcidTable",,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,1,5,0,7,2,4,1,3,2,,,1,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isGatherStats",,,,,,,,,,,,,,,,,,,,,,,,4,7,1,6,4,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isHiveServerQuery",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isLinkedFileSink",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isMaterialization",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isMerge",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isMmCtas",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isMmTable",,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,4,1,6,2,4,1,3,2,,,1,,,0.14,2,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isMultiFileSpray",,,,,,,,,,,,,,,,,,,,,,,,4,9,1,5,3,1,3,1,1,2,1,1,1,,,0,,,0.60,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isRebalanceRequested",,,,,,,,,,,,,,,,,,,,,,,,3,10,0,7,3,5,3,10,2,3,2,2,2,,,0,,,0.43,2,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isRemovedReduceSinkBucketSort",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isSame",,,,,,,,,,,,,,,,,,,,,,,,1,17,0,17,3,13,0,17,3,5,2,3,2,,,1,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isStatsReliable",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isTemporary",,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,2,1,1,1,,,0,,,1.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.isUsingBatchingSerDe",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setAcidOperation",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setCanBeMerged",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setCompressCodec",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setCompressType",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setCompressed",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setDestTableId",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setDirName",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setDpSortState",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setDynPartCtx",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setDynPartitionValues",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setFilesToFetch",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setGatherStats",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setHiveServerQuery",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setInsertOverwrite",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setIsCTASorCM",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setIsDirectInsert",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setIsMerge",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setIsQuery",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setIsUsingBatchingSerDe",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setLbCtx",,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,2,1,1,1,,,0,,,1.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setLinkedFileSink",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setLinkedFileSinkDesc",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setMaterialization",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setMaxStmtId",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.plan.FileSinkDesc.setMmWriteId",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
