Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxNesting,RatioCommentToCode,SumCyclomatic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode,Priority,CommitCount,FixCommitCount,AddedLines,DeletedLines,CommitCountBeforeRelease,DevelopersInVersion,DevelopersAllVersions,AvgTimeBetweenCommits,AvgTimeBetweenCommitsAllVersions,AvgExpertise,MinExpertise
File,MetaStoreDirectSql.java,26,1,22,3,4,15,8,4,60,57,53,27,61,3,27,4,27,1666,114,1340,374,994,228,715,961,356,749,38,6,0.17,258,0,0,0.0,0.0,Critical,15,1,133,78,47,12,7,441.3104891304348,370.8385515873016,275.4166666666667,5
File,ZooKeeperHiveClientHelper.java,42,0,31,11,7,2,2,2,3,3,1,0,3,1,1,0,1,172,6,113,34,65,53,43,65,28,45,14,4,0.47,20,0,0,0.0,0.0,Major,7,0,99,21,12,6,6,899.3033333333333,749.3727777777777,364.1666666666667,43
File,HiveSplitGenerator.java,29,3,23,3,4,2,0,1,7,7,7,7,7,0,2,0,5,298,36,214,110,119,48,127,159,99,91,9,6,0.22,25,0,0,0.0,0.0,Major,14,0,95,26,36,10,8,413.9709365079365,553.4400854700855,300.3,6
File,InputSplitComparatorTest.java,7,0,7,0,1,1,0,1,1,1,1,0,1,0,0,0,1,39,6,16,13,5,17,11,13,12,4,1,0,1.06,1,0,0,0.0,0.0,Major,1,0,39,0,1,1,1,0.0,0.0,6.0,6
File,InputSplitComparatorTest.java,7,0,7,0,1,1,0,1,1,1,1,0,1,0,0,0,1,39,6,16,13,5,17,11,13,12,4,1,0,1.06,1,0,0,0.0,0.0,Major,1,0,39,0,1,1,1,0.0,0.0,6.0,6
File,DistinctElementsClassPath.java,13,0,8,5,2,1,0,0,4,4,4,0,4,0,0,0,4,90,10,39,17,16,41,17,28,16,16,6,4,1.05,9,0,0,0.0,0.0,No Bug,0,0,0,0,1,1,0,0.0,0.0,1455.0,1455
File,GenVectorCode.java,20,1,18,1,3,1,9,2,96,96,87,9,96,6,85,0,5,2893,305,2437,1397,2161,151,1169,1410,655,1008,75,2,0.06,246,0,0,0.0,0.0,No Bug,4,0,111,55,26,10,4,721.6932777777778,557.267962962963,216.7,3
File,QTestGenTask.java,8,1,7,0,2,5,1,1,52,52,51,23,52,0,3,0,49,585,110,444,136,239,31,219,327,140,209,41,4,0.07,103,0,0,0.0,0.0,No Bug,10,3,13,0,34,22,9,1873.3800505050503,633.885925925926,229.13636363636363,19
File,Task.java,5,0,4,1,1,4,1,11,87,85,88,33,89,1,1,8,79,634,104,437,175,172,94,188,309,167,151,5,3,0.22,115,0,0,0.0,0.0,No Bug,10,3,13,0,34,22,9,1873.3800505050503,633.885925925926,229.13636363636363,19
File,GetVersionPref.java,8,1,6,2,2,1,0,0,5,5,5,2,5,0,0,0,5,94,14,41,19,14,39,20,29,18,13,5,1,0.95,9,0,0,0.0,0.0,No Bug,0,0,0,0,1,1,0,0.0,0.0,302.0,302
File,GenVectorTestCode.java,20,3,17,1,2,2,2,0,10,8,8,7,10,0,2,0,8,261,38,185,52,130,38,88,115,42,84,4,2,0.21,19,0,0,0.0,0.0,No Bug,0,0,0,0,3,1,0,600.4751388888889,0.0,1455.0,1455
File,TestHiveAccumuloHelper.java,19,3,15,2,1,1,0,1,5,5,5,1,5,0,0,0,5,140,24,92,50,57,24,61,69,45,39,2,1,0.26,7,0,0,0.0,0.0,No Bug,2,0,67,2,2,2,2,3289.8688888888887,3289.8688888888887,26.0,1
File,TestHiveAccumuloHelper.java,19,3,15,2,1,1,0,1,5,5,5,1,5,0,0,0,5,140,24,92,50,57,24,61,69,45,39,2,1,0.26,7,0,0,0.0,0.0,No Bug,2,0,67,2,2,2,2,3289.8688888888887,3289.8688888888887,26.0,1
File,TestAccumuloHiveRow.java,18,4,14,1,2,1,0,0,4,4,4,0,4,0,0,0,4,115,23,69,36,38,23,54,63,36,41,3,1,0.33,8,0,0,0.0,0.0,No Bug,0,0,0,0,1,1,0,0.0,0.0,96.0,96
File,TestAccumuloConnectionParameters.java,13,2,9,2,1,1,0,0,6,6,6,0,6,0,0,0,6,119,22,68,35,39,29,47,55,30,38,2,1,0.43,7,0,0,0.0,0.0,No Bug,1,0,0,0,2,2,1,7052.948888888889,0.0,73.5,51
File,TestLazyAccumuloRow.java,61,14,46,1,1,1,0,0,3,3,3,0,3,0,0,0,3,237,48,167,74,129,22,133,137,62,106,1,0,0.13,3,0,0,0.0,0.0,No Bug,1,0,0,0,2,2,1,4246.885555555556,0.0,254.5,96
File,TestLazyAccumuloMap.java,29,6,22,1,1,1,0,0,5,5,5,0,5,0,0,1,4,193,41,129,62,95,23,97,103,50,79,1,0,0.18,5,0,0,0.0,0.0,No Bug,0,0,0,0,1,1,0,0.0,0.0,96.0,96
File,TestAccumuloStorageHandler.java,31,8,19,4,1,1,0,0,15,15,15,2,15,0,0,0,15,536,140,310,147,241,86,239,255,122,209,1,0,0.28,15,0,0,0.0,0.0,No Bug,0,0,0,0,1,1,0,0.0,0.0,96.0,96
File,TestPrimitiveComparisonFilter.java,19,5,15,0,2,1,0,0,2,2,2,0,2,0,0,0,2,76,14,43,28,21,19,35,40,28,23,2,1,0.44,4,0,0,0.0,0.0,No Bug,0,0,0,0,1,1,0,0.0,0.0,96.0,96
File,TestAccumuloPredicateHandler.java,28,2,25,1,2,1,0,0,25,25,25,3,25,0,0,0,25,823,88,688,368,531,47,516,571,299,448,11,2,0.07,51,0,0,0.0,0.0,No Bug,3,0,18,21,4,4,3,3806.818333333333,4629.602083333333,558.5,96
File,TestAccumuloRangeGenerator.java,49,6,39,4,2,1,0,0,8,8,8,2,8,0,0,0,8,467,60,356,232,276,51,261,277,177,221,2,1,0.14,15,0,0,0.0,0.0,No Bug,0,0,0,0,1,1,0,0.0,0.0,96.0,96
File,TestLongComparison.java,11,2,9,0,1,1,0,0,10,10,10,1,10,0,0,0,10,153,37,100,46,58,16,63,76,37,53,2,1,0.16,12,0,0,0.0,0.0,No Bug,1,0,0,0,2,2,1,1947.588611111111,0.0,315.0,96
